TIME(10ms),JKA01\JKA01\CTEC_ATAG0@Out.Val(1#核功率),JKA02\JKA01\CTEC_ATAG0@Out.Val(2#核功率),N00\JEG\CTEC_ATAG0@Out.Val(1#一回路压力),N00\JEG\CTEC_ATAG1@Out.Val(2#一回路压力),N00\HEC01\CTEC_ATAG0@Out.Val(1#一回路流量),N20\HEC02\CTEC_ATAG0@Out.Val(2#一回路流量),N00\HEC01\CTEC_ATAG3@Out.Val(1#氦风机转速),N20\HEC02\CTEC_ATAG3@Out.Val(2#氦风机转速),N00\HEC01\CTEC_ATAG1@Out.Val(1#热氦温度),N20\HEC02\CTEC_ATAG1@Out.Val(2#热氦温度),N00\HEC01\CTEC_ATAG2@Out.Val(1#冷氦温度),N20\HEC02\CTEC_ATAG2@Out.Val(2#冷氦温度),N00\HEC01\CTEC_ATAG5@Out.Val(1#热功率),N20\HEC02\CTEC_ATAG5@Out.Val(2#热功率),T00\LBA002\CTEC_ATAG0@Out.Val(1#SG出口温度),T00\LBA003\CTEC_ATAG0@Out.Val(2#SG出口温度),T00\LBA002\1LBA10CP801A@Out.Val(1#SG出口压力),T00\LBA003\2LBA10CP801A@Out.Val(2#SG出口压力),T00\LBA002\1LAB10CF001@Out.Val(1#给水流量),T00\LBA003\2LAB10CF001@Out.Val(2#给水流量),T00\LAB001\CTEC_ATAG23@Out.Val(1#给水温度),T00\LAB001\CTEC_ATAG25@Out.Val(2#给水温度),T00\LBA001\CTEC_ATAG10@Out.Val(蒸汽母管温度),T00\LBA001\CTEC_ATAG9@Out.Val(蒸汽母管压力),T00\LBA001\CTEC_ATAG26@Out.Val(主蒸汽流量),E00\GEN\CTEC_ATAG0@Out.Val(发电机功率),E00\GEN\CTEC_ATAG1@Out.Val(汽轮机转速)
31052,186.0087,186.0014,7.005973,6.982288,130.0027,130.0002,3876.905,3887.935,556.9324,557.3209,264.4722,264.5112,202.7936,203.0462,520.1016,520.7849,11.03326,11.03346,77.9368,78.29401,192.0002,191.9937,520.2936,11.00011,156.1658,169.6702,3000
31085,186.0086,186.0021,7.00597,6.982288,130.0027,130.0009,3876.893,3887.927,556.9323,557.3208,264.4709,264.5105,202.7902,203.036,520.1027,520.784,11.03299,11.03321,78.00285,78.13564,191.9996,191.9937,520.2935,10.99985,156.1602,169.6669,3000
31117,186.0086,186.0014,7.005965,6.982288,130.001,130.0004,3876.883,3887.915,556.9321,557.3209,264.4696,264.5096,202.7986,203.0591,520.1042,520.7835,11.03285,11.03308,78.15458,78.05119,191.9987,191.9942,520.2935,10.99971,156.1571,169.6649,3000
31150,186.0088,186.0019,7.005961,6.982285,129.9986,129.9995,3876.916,3887.909,556.9318,557.3208,264.4679,264.5086,202.7544,203.0574,520.1063,520.7831,11.03278,11.03297,78.30521,78.06014,191.9976,191.9943,520.2941,10.99963,156.1551,169.6639,3000
31183,186.0088,186.0016,7.005961,6.982285,129.9985,129.9991,3876.936,3887.912,556.9318,557.3207,264.468,264.5061,202.7513,203.0376,520.1086,520.783,11.03278,11.03294,78.24243,78.04185,191.9977,191.9943,520.2948,10.99961,156.1543,169.662,3000
31221,186.0088,186.0023,7.00596,6.982285,129.9981,129.9983,3876.951,3887.917,556.9316,557.3207,264.4687,264.5051,202.7303,203.0353,520.1129,520.7827,11.03277,11.03289,78.01544,77.93884,191.9984,191.9948,520.2964,10.99958,156.1537,169.6618,3000
31254,186.0087,186.0016,7.00596,6.982285,129.9981,129.9985,3876.967,3887.928,556.9315,557.3209,264.47,264.5044,202.7112,203.0125,520.1147,520.7827,11.03277,11.03288,77.95368,77.87516,191.9989,191.9952,520.2971,10.99957,156.1534,169.6614,3000
31282,186.0082,186.0021,7.005965,6.982289,129.9977,129.9992,3876.99,3887.935,556.9315,557.3209,264.4742,264.5042,202.6939,203.04,520.1177,520.7821,11.03264,11.03272,77.91954,77.89335,191.9993,191.9955,520.2979,10.99944,156.1519,169.6611,3000
31315,186.0087,186.0018,7.005968,6.98229,129.9983,129.9988,3877.002,3887.934,556.9313,557.3209,264.4768,264.5047,202.6492,203.0392,520.1199,520.7814,11.03244,11.03251,77.93259,78.07196,191.9993,191.9946,520.2982,10.99923,156.1487,169.6598,3000
31352,186.0084,186.0022,7.005971,6.982292,129.9978,129.9998,3877.006,3887.937,556.9314,557.3207,264.4795,264.506,202.6504,203.0723,520.1219,520.7805,11.03222,11.0323,77.87498,78.17024,191.9996,191.9938,520.2988,10.99902,156.1448,169.6623,3000
31384,186.0086,186.0017,7.005975,6.982294,129.9966,130.0001,3877.014,3887.931,556.9314,557.3209,264.4821,264.5066,202.6922,203.083,520.1239,520.7805,11.03202,11.03211,77.91743,78.15113,191.9996,191.9936,520.2994,10.99882,156.141,169.6585,3000
31417,186.008,186.0022,7.005981,6.982295,129.9963,130.0007,3877.029,3887.924,556.9313,557.3209,264.4845,264.507,202.7239,203.1012,520.1263,520.7811,11.03185,11.03196,78.08141,78.21776,191.9988,191.9932,520.3003,10.99866,156.1375,169.6565,3000
31450,186.0085,186.0016,7.005988,6.982296,129.9968,130.0017,3877.044,3887.914,556.9313,557.3207,264.4864,264.5074,202.7429,203.0818,520.1287,520.7817,11.03177,11.03189,78.1703,78.32288,191.998,191.9925,520.3016,10.99859,156.1356,169.6549,3000
31483,186.0081,186.0023,7.005999,6.982296,129.9999,130.002,3877.045,3887.897,556.9314,557.3207,264.488,264.5077,202.766,203.0632,520.1312,520.783,11.03177,11.0319,78.18555,78.39467,191.9976,191.9919,520.3034,10.99859,156.1348,169.6534,3000
31516,186.0082,186.0017,7.006003,6.982295,130.001,130.0014,3877.027,3887.882,556.9314,557.3207,264.488,264.5079,202.7834,203.0699,520.1347,520.785,11.0319,11.03204,78.12716,78.31953,191.9977,191.9919,520.3058,10.99872,156.136,169.6535,3000
31549,186.0078,186.0023,7.006006,6.982294,130.0018,129.9997,3877.004,3887.879,556.9315,557.3209,264.4877,264.509,202.7639,203.0611,520.1391,520.7877,11.0321,11.03225,78.00569,78.27571,191.9983,191.9922,520.3088,10.99893,156.139,169.6543,3000
31583,186.0084,186.0016,7.006009,6.982294,130.0022,129.9996,3876.979,3887.887,556.9316,557.321,264.4873,264.5102,202.7214,203.0451,520.1434,520.7899,11.03226,11.03243,77.95747,78.22626,191.9987,191.9923,520.3124,10.99909,156.142,169.6571,3000
31614,186.0077,186.0023,7.006014,6.982295,129.9991,129.9991,3876.949,3887.894,556.9316,557.321,264.487,264.5116,202.7258,203.061,520.1464,520.7911,11.03233,11.03251,77.97085,78.09494,191.9987,191.9929,520.3148,10.99918,156.1436,169.6585,3000
31647,186.0082,186.002,7.006017,6.982296,129.997,129.9989,3876.958,3887.904,556.9315,557.3212,264.4873,264.5132,202.7345,203.0772,520.1492,520.7917,11.03233,11.0325,78.04926,77.98005,191.9984,191.9936,520.3167,10.99917,156.144,169.6595,3000
31681,186.0079,186.0023,7.006022,6.982296,129.9966,130,3876.984,3887.916,556.9316,557.3213,264.4882,264.5161,202.7445,203.0378,520.1522,520.7916,11.03225,11.03242,78.04605,77.76627,191.9981,191.9949,520.3185,10.99909,156.143,169.6596,3000
31713,186.0084,186.0018,7.006027,6.982296,129.9975,129.9996,3877.007,3887.913,556.9316,557.3214,264.4892,264.5172,202.7472,203.0396,520.1547,520.7909,11.03213,11.03226,78.01469,77.75826,191.9982,191.9954,520.3196,10.99895,156.1408,169.6592,3000
31746,186.0078,186.0025,7.00603,6.982296,129.9981,129.9989,3877.017,3887.914,556.9316,557.3214,264.4903,264.5179,202.7406,203.0229,520.1566,520.7899,11.03198,11.03207,78.02794,77.80354,191.998,191.9953,520.3201,10.99878,156.1382,169.6582,3000
31779,186.0084,186.0019,7.006032,6.982296,129.9991,129.999,3877.021,3887.921,556.9316,557.3215,264.4911,264.518,202.7347,203.0223,520.159,520.7883,11.03171,11.03177,78.27205,77.9895,191.9969,191.9944,520.3209,10.9985,156.1331,169.6567,3000
31813,186.008,186.0022,7.006036,6.982298,129.9987,129.9984,3877.011,3887.926,556.9316,557.3216,264.4914,264.5177,202.7312,203.0498,520.1615,520.7876,11.03157,11.0316,78.21483,78.18553,191.9967,191.9932,520.3217,10.99834,156.1297,169.6532,3000
31845,186.0083,186.0016,7.006039,6.982299,129.9984,129.9991,3877.011,3887.941,556.9316,557.322,264.4911,264.5157,202.7104,203.0248,520.1643,520.7877,11.03153,11.03155,78.15993,78.24408,191.9967,191.9926,520.3228,10.99829,156.1276,169.6517,3000
31879,186.0078,186.0022,7.006042,6.982301,129.9987,129.9988,3877.013,3887.94,556.9317,557.3223,264.4909,264.5143,202.6949,203.044,520.1664,520.7882,11.03156,11.03157,78.25262,78.16542,191.9963,191.9925,520.3239,10.99832,156.1275,169.6509,3000
31911,186.0083,186.0022,7.006044,6.982303,129.998,129.9983,3877.013,3887.942,556.9317,557.3225,264.4909,264.5127,202.6754,203.0109,520.1703,520.7898,11.0317,11.03172,78.16222,78.56961,191.9964,191.9905,520.3266,10.99846,156.129,169.6512,3000
31944,186.0084,186.002,7.006048,6.982305,129.9973,129.999,3877.019,3887.948,556.9317,557.3226,264.4911,264.5112,202.6861,203.0035,520.1736,520.7921,11.03191,11.03197,78.18673,78.56754,191.9963,191.9897,520.3293,10.99869,156.1318,169.6519,3000
31978,186.0086,186.0021,7.006057,6.982311,129.9966,129.9982,3877.042,3887.949,556.9318,557.323,264.4918,264.5096,202.7267,203.0519,520.1779,520.7951,11.03228,11.0323,78.12795,78.49139,191.9965,191.99,520.3332,10.99907,156.1374,169.6557,3000
32011,186.0083,186.0023,7.006062,6.982315,129.9977,129.999,3877.054,3887.954,556.9318,557.3232,264.4923,264.5101,202.7418,203.069,520.1816,520.7993,11.03263,11.03275,78.19855,78.12173,191.9962,191.9915,520.3369,10.99943,156.1436,169.6592,3000
32044,186.0083,186.0022,7.006065,6.982319,129.999,130.0005,3877.054,3887.951,556.9318,557.3235,264.4929,264.5114,202.7254,203.0478,520.1843,520.8015,11.03286,11.03298,78.07856,78.2529,191.9965,191.9913,520.3395,10.99967,156.1482,169.6618,3000
32077,186.0082,186.0021,7.00607,6.982323,130.0001,130.001,3877.027,3887.936,556.9316,557.3237,264.4935,264.5132,202.7637,203.0686,520.1868,520.8033,11.03303,11.03316,78.18253,78.16381,191.9961,191.9915,520.3418,10.99984,156.1516,169.6659,3000
32110,186.0084,186.002,7.006072,6.982322,130.0004,130.0014,3877.013,3887.921,556.9316,557.3239,264.4934,264.5153,202.7512,203.0799,520.1891,520.8045,11.03317,11.03328,78.17397,77.94283,191.9959,191.9926,520.3439,10.99997,156.1541,169.668,3000
32143,186.0085,186.0022,7.006073,6.982321,130.0011,130.0013,3877,3887.895,556.9317,557.3243,264.4931,264.5191,202.734,203.0666,520.1914,520.8051,11.03326,11.03334,78.15575,77.96216,191.9959,191.9928,520.3459,11.00004,156.1557,169.6692,3000
32177,186.0086,186.0022,7.006073,6.982318,130.0004,130.0003,3876.984,3887.886,556.9318,557.3245,264.4924,264.5206,202.7323,203.0681,520.1937,520.8051,11.03326,11.03332,78.2077,78.09953,191.9954,191.9922,520.3475,11.00004,156.1561,169.6705,3000
32209,186.0084,186.0022,7.006075,6.982312,129.9983,129.9993,3876.982,3887.887,556.9316,557.3246,264.4905,264.5212,202.7204,203.0585,520.196,520.8051,11.03328,11.03333,78.08847,78.20322,191.9956,191.9915,520.3493,11.00005,156.156,169.6715,3000
32241,186.0084,186.0023,7.006077,6.982309,129.9975,129.9993,3876.993,3887.897,556.9315,557.3248,264.4895,264.521,202.7511,203.0709,520.1976,520.8051,11.03329,11.03333,78.08883,78.11007,191.9956,191.9916,520.3503,11.00006,156.156,169.6719,3000
32275,186.0084,186.0025,7.00608,6.982306,129.9974,129.9985,3877.008,3887.917,556.9315,557.3253,264.4885,264.5181,202.7415,203.0479,520.1998,520.8053,11.03331,11.03336,78.05016,78.09849,191.9956,191.9916,520.3517,11.00008,156.1561,169.6723,3000
32310,186.0082,186.0024,7.006083,6.982304,129.9987,129.9984,3877.021,3887.927,556.9314,557.3254,264.4876,264.5161,202.7332,203.066,520.2018,520.8056,11.03333,11.03338,78.1636,78.10055,191.9951,191.9917,520.353,11.0001,156.1564,169.6731,3000
32340,186.0082,186.0021,7.006085,6.982303,129.9992,129.9983,3877.02,3887.935,556.9312,557.3254,264.4868,264.514,202.7047,203.062,520.2032,520.8059,11.03334,11.03338,78.19743,77.95379,191.9947,191.9922,520.3539,11.00011,156.1564,169.6736,3000
32373,186.0083,186.0023,7.006087,6.982303,129.9991,129.9993,3877.016,3887.941,556.931,557.3254,264.486,264.512,202.7277,203.0504,520.2052,520.806,11.0333,11.03333,78.14828,77.97604,191.9946,191.9922,520.3547,11.00006,156.1559,169.6739,3000
32406,186.0081,186.0017,7.00609,6.982304,129.9989,129.9996,3877.013,3887.939,556.9307,557.3253,264.4846,264.5104,202.7596,203.0427,520.2067,520.806,11.03328,11.03328,78.22735,78.03809,191.9941,191.9919,520.3556,11.00003,156.1551,169.6738,3000
32438,186.0076,186.0023,7.006098,6.982306,130.0001,130.0002,3877.012,3887.934,556.9305,557.3252,264.4839,264.5094,202.743,203.0584,520.2079,520.8062,11.03327,11.03326,78.30551,78.09431,191.9936,191.9915,520.356,11.00002,156.1547,169.6738,3000
32472,186.0081,186.0019,7.0061,6.982306,130.0007,130.0004,3877.002,3887.919,556.9303,557.3251,264.4832,264.5089,202.7218,203.0272,520.2094,520.8065,11.0333,11.03326,78.17233,78.32572,191.9939,191.99,520.3569,11.00003,156.1545,169.6739,3000
32505,186.0078,186.0022,7.006101,6.982306,130.0003,129.9999,3876.989,3887.913,556.9301,557.325,264.4826,264.5091,202.6955,203.0153,520.2106,520.807,11.03335,11.03333,78.02724,78.39458,191.9943,191.9895,520.3578,11.00008,156.155,169.6743,3000
32541,186.0083,186.0017,7.006103,6.982306,129.9995,129.9991,3876.983,3887.911,556.9299,557.325,264.4819,264.5093,202.7073,202.9938,520.2124,520.8083,11.03345,11.03347,78.02972,78.41763,191.9946,191.989,520.3594,11.0002,156.1566,169.6747,3000
32573,186.008,186.0024,7.00611,6.982307,129.9979,129.9982,3876.995,3887.917,556.9296,557.3249,264.481,264.5095,202.7311,202.9833,520.2139,520.8096,11.03356,11.03361,78.03277,78.37026,191.9944,191.989,520.3609,11.00033,156.1583,169.6756,3000
32607,186.0083,186.0024,7.006114,6.982308,129.9983,129.9971,3877.007,3887.929,556.9294,557.3248,264.4807,264.5097,202.7725,203.0596,520.2156,520.8113,11.03369,11.03376,78.01662,78.14832,191.9944,191.9897,520.3625,11.00047,156.1608,169.6781,3000
32640,186.0079,186.0027,7.006118,6.982311,129.9992,129.9981,3877.013,3887.971,556.9294,557.3246,264.4806,264.5105,202.7891,203.0373,520.2165,520.8124,11.03373,11.03382,77.86617,78.05059,191.9951,191.9905,520.3637,11.00052,156.1621,169.6796,3000
32734,186.0087,186.0021,7.006122,6.982318,130.0033,130.0011,3876.948,3887.944,556.9294,557.3242,264.479,264.5136,202.8428,203.0295,520.218,520.8121,11.03323,11.03329,77.9988,77.87695,191.9946,191.9926,520.3646,11.00001,156.156,169.6793,3000
32739,186.0087,186.0021,7.006122,6.982318,130.0033,130.0011,3876.948,3887.944,556.9294,557.3242,264.479,264.5136,202.8428,203.0295,520.218,520.8121,11.03323,11.03329,77.9988,77.87695,191.9946,191.9926,520.3646,11.00001,156.156,169.6793,3000
32771,186.008,186.002,7.006121,6.982318,130.0027,129.999,3876.926,3887.92,556.9294,557.3239,264.4781,264.5157,202.8103,203.0295,520.2181,520.8109,11.03284,11.03288,77.94961,77.84903,191.9947,191.9924,520.364,10.99962,156.1491,169.6766,3000
32805,186.0085,186.0019,7.00612,6.982319,130.0032,129.9998,3876.914,3887.925,556.9296,557.3239,264.4771,264.5163,202.8419,203.0612,520.2183,520.8097,11.03244,11.03247,78.06228,78.01069,191.994,191.9916,520.3633,10.99921,156.1419,169.6707,3000
32838,186.0081,186.0018,7.006117,6.982321,130.0027,129.9994,3876.899,3887.922,556.9297,557.3239,264.4763,264.5164,202.8106,203.0851,520.2185,520.8095,11.03225,11.03228,78.23507,78.16266,191.993,191.9907,520.3631,10.99902,156.1377,169.6687,3000
32870,186.0084,186.0017,7.006114,6.982321,130.0022,129.9992,3876.892,3887.924,556.9298,557.3239,264.4757,264.5158,202.8304,203.0992,520.22,520.8099,11.03213,11.03214,78.24729,78.2663,191.9924,191.9897,520.3637,10.99889,156.134,169.6669,3000
32904,186.0079,186.002,7.006109,6.982321,130.0008,130.0005,3876.894,3887.927,556.9304,557.324,264.4748,264.5146,202.8091,203.0417,520.2214,520.811,11.03214,11.03216,78.23636,78.22988,191.9922,191.9896,520.3646,10.9989,156.1333,169.6653,3000
32937,186.0085,186.0018,7.006107,6.98232,130.0008,130.0008,3876.903,3887.918,556.9305,557.324,264.4747,264.5132,202.7953,203.0248,520.2233,520.8124,11.03222,11.03225,78.23518,78.14215,191.992,191.9898,520.3657,10.99898,156.134,169.6649,3000
32969,186.0079,186.0019,7.006104,6.98232,130.0002,129.9985,3876.911,3887.911,556.9308,557.3239,264.475,264.511,202.7613,203.0035,520.226,520.8147,11.03238,11.0324,77.97256,78.25315,191.9932,191.9894,520.3679,10.99914,156.1364,169.6655,3000
33003,186.0083,186.0018,7.006103,6.982321,130.0002,129.9993,3876.921,3887.922,556.931,557.324,264.4756,264.5107,202.7578,203.004,520.2277,520.8163,11.03244,11.03248,77.8763,78.16576,191.9939,191.9897,520.3692,10.99921,156.1377,169.6668,3000
33036,186.0079,186.0018,7.006102,6.982326,129.9989,129.9982,3876.943,3887.925,556.9315,557.324,264.4779,264.5112,202.7715,203.0317,520.2297,520.8185,11.03247,11.03254,77.89981,78.04394,191.9942,191.9903,520.3712,10.99926,156.1391,169.6683,3000
33069,186.0085,186.0019,7.006103,6.982329,129.9987,129.9973,3876.957,3887.936,556.9315,557.324,264.4794,264.5126,202.7516,203.0366,520.2305,520.8194,11.03241,11.03249,77.85355,78.12516,191.9944,191.9901,520.3721,10.9992,156.1386,169.6687,3000
33102,186.0078,186.0013,7.006104,6.982333,129.9997,129.999,3876.97,3887.951,556.9316,557.3244,264.4809,264.5172,202.7641,203.0354,520.2315,520.8207,11.03225,11.03237,77.71552,78.30975,191.9952,191.989,520.3734,10.99907,156.1366,169.6686,3000
33134,186.0082,186.002,7.006104,6.982335,130,129.9991,3876.972,3887.95,556.9318,557.3244,264.4824,264.5194,202.7683,203.0376,520.2326,520.8218,11.03208,11.03226,77.64166,78.27721,191.9959,191.9888,520.3746,10.99892,156.1338,169.6668,3000
33167,186.0075,186.0017,7.006104,6.982336,130.0001,129.9996,3876.971,3887.948,556.9318,557.3245,264.4834,264.5212,202.7823,203.0712,520.2335,520.8229,11.03186,11.0321,77.8039,78.22592,191.9953,191.9889,520.3757,10.99873,156.1306,169.6654,3000
33201,186.008,186.002,7.006104,6.982337,130.0008,129.9996,3876.969,3887.942,556.932,557.3245,264.4839,264.5225,202.7742,203.0654,520.2346,520.8234,11.03168,11.03195,77.83606,78.39445,191.995,191.9882,520.3764,10.99857,156.1275,169.6645,3000
33233,186.0075,186.0014,7.006103,6.982337,130.0008,130.0002,3876.956,3887.938,556.9324,557.3246,264.4834,264.5234,202.7408,203.0595,520.2374,520.824,11.03152,11.03183,77.75684,78.51998,191.9952,191.9871,520.3781,10.99843,156.1241,169.6615,3000
33267,186.0081,186.0018,7.006102,6.982337,130.0006,130.0004,3876.951,3887.921,556.9326,557.3245,264.4826,264.5237,202.7246,203.0122,520.2396,520.8247,11.0315,11.03184,77.93977,78.40134,191.9946,191.9873,520.3794,10.99842,156.1233,169.6609,3000
33300,186.0073,186.0014,7.006102,6.982335,129.9991,129.9991,3876.95,3887.915,556.9327,557.3246,264.4817,264.5234,202.7101,202.9924,520.2438,520.8253,11.03153,11.0319,78.14139,78.20239,191.9934,191.9882,520.3817,10.99847,156.1236,169.6606,3000
33331,186.0079,186.002,7.006104,6.982334,129.9978,129.9976,3876.961,3887.92,556.9329,557.3246,264.481,264.5233,202.6649,202.9635,520.248,520.8254,11.03161,11.03196,78.1836,78.16631,191.9928,191.9887,520.3836,10.99854,156.1242,169.6609,3000
33363,186.0075,186.0014,7.006108,6.982334,129.997,129.9964,3876.98,3887.937,556.9329,557.3248,264.4806,264.5232,202.6801,202.9869,520.2521,520.8253,11.03171,11.03204,78.00793,78.16689,191.9933,191.9888,520.3854,10.99862,156.1253,169.6617,3000
33400,186.0081,186.0019,7.006118,6.982338,129.9955,129.9955,3877.028,3887.961,556.9331,557.3248,264.4817,264.523,202.7098,202.986,520.2574,520.825,11.0318,11.03211,77.95239,78.13747,191.9938,191.989,520.3874,10.99871,156.1268,169.6625,3000
33430,186.0078,186.0015,7.006126,6.982343,129.9962,129.9965,3877.052,3887.987,556.9333,557.3249,264.4833,264.5227,202.6871,202.9966,520.2634,520.8237,11.03181,11.0321,77.94267,78.03918,191.9941,191.9895,520.3897,10.99871,156.1273,169.664,3000
33462,186.0078,186.002,7.006133,6.982346,129.9977,129.9978,3877.066,3888.003,556.9333,557.3248,264.4854,264.522,202.696,203.0288,520.2681,520.8219,11.03176,11.03203,77.83019,78.07563,191.9946,191.9895,520.3912,10.99865,156.1267,169.6642,3000
33495,186.0078,186.0015,7.006139,6.982349,129.9986,129.9991,3877.065,3888.002,556.9333,557.325,264.4879,264.5214,202.7118,203.0414,520.2737,520.8199,11.03162,11.0319,77.91613,78.13115,191.9944,191.9891,520.3928,10.9985,156.1241,169.6638,3000
33530,186.0079,186.0019,7.006145,6.982352,129.9993,130.0001,3877.057,3887.99,556.9333,557.3251,264.4907,264.5202,202.7292,203.0544,520.2784,520.8173,11.03149,11.03174,78.06973,78.11474,191.9937,191.989,520.394,10.99837,156.1217,169.6619,3000
33561,186.008,186.0014,7.006149,6.982355,130.0002,130.001,3877.045,3887.973,556.9333,557.3251,264.4937,264.5185,202.7153,203.0875,520.2823,520.8157,11.03142,11.03166,78.17727,78.09846,191.993,191.9889,520.3951,10.9983,156.1199,169.6609,3000
33594,186.0073,186.0019,7.006155,6.982358,129.9999,130.0015,3877.012,3887.952,556.9331,557.325,264.4987,264.5164,202.7187,203.0653,520.2885,520.8137,11.03143,11.03162,78.17595,78.23129,191.9926,191.9883,520.3973,10.99828,156.1186,169.6601,3000
33628,186.0077,186.0015,7.006158,6.982358,129.9989,130.0016,3877.005,3887.908,556.9331,557.3251,264.5004,264.512,202.6927,203.1261,520.2952,520.8123,11.03152,11.0317,78.09275,78.26957,191.993,191.9878,520.3999,10.99836,156.1192,169.6605,3000
33661,186.0073,186.002,7.006161,6.982356,129.9984,130.0016,3877.007,3887.896,556.933,557.325,264.5015,264.5101,202.7,203.1174,520.3008,520.8115,11.03163,11.0318,78.13706,78.31151,191.9929,191.9873,520.4022,10.99847,156.1205,169.6613,3000
33693,186.0076,186.0015,7.006164,6.982355,129.9968,130.0028,3877.013,3887.886,556.933,557.325,264.5022,264.5085,202.7035,203.0992,520.3073,520.8109,11.03179,11.03194,77.88198,78.36243,191.9941,191.9867,520.4052,10.99863,156.1228,169.6621,3000
33726,186.0071,186.002,7.006168,6.982353,129.9964,130.002,3877.031,3887.869,556.9328,557.3251,264.5027,264.5074,202.6825,203.1043,520.3123,520.8102,11.0319,11.03211,77.86201,78.36304,191.9946,191.9865,520.4077,10.99875,156.1249,169.6631,3000
33759,186.0076,186.0015,7.006178,6.982345,129.9964,130.0015,3877.056,3887.863,556.9328,557.325,264.504,264.5067,202.6931,203.0782,520.3179,520.8098,11.03203,11.03227,77.9755,78.34673,191.9942,191.9864,520.4105,10.9989,156.1271,169.6662,3000
33792,186.0073,186.0021,7.006184,6.98234,129.9967,129.9999,3877.069,3887.863,556.9327,557.3249,264.505,264.5065,202.701,203.0787,520.3222,520.8089,11.03212,11.03238,78.14807,78.30824,191.9931,191.9865,520.4126,10.999,156.1288,169.6676,3000
33825,186.0075,186.0018,7.00619,6.982336,129.9976,129.9993,3877.077,3887.874,556.9326,557.3248,264.5061,264.5068,202.6814,203.0621,520.3285,520.8084,11.0323,11.03252,78.29639,78.20902,191.9922,191.9869,520.4156,10.99917,156.1314,169.6685,3000
33858,186.007,186.0023,7.006196,6.982332,129.9984,129.9995,3877.076,3887.889,556.9324,557.3248,264.507,264.5073,202.6962,203.0717,520.3325,520.8076,11.03246,11.03268,78.24311,78.15572,191.9921,191.9873,520.418,10.99936,156.134,169.6715,3000
33891,186.0075,186.0025,7.006201,6.982329,129.9981,129.9994,3877.068,3887.898,556.9323,557.3248,264.5075,264.5079,202.6931,203.0822,520.3386,520.8064,11.03271,11.0329,78.1906,78.07098,191.9922,191.9877,520.4203,10.99955,156.1371,169.6735,3000
33924,186.0071,186.0024,7.00621,6.982322,129.998,129.9996,3877.059,3887.906,556.9319,557.3248,264.5072,264.5085,202.669,203.0572,520.3452,520.8046,11.03292,11.03306,78.05715,78.23421,191.9929,191.987,520.4231,10.99973,156.1407,169.6754,3000
33960,186.0073,186.0018,7.006216,6.98232,129.9967,130,3877.059,3887.906,556.9318,557.3246,264.5065,264.509,202.6653,203.0736,520.3494,520.8031,11.033,11.03314,78.02284,78.13048,191.9932,191.9872,520.4247,10.99982,156.1423,169.6785,3000
33994,186.0068,186.0022,7.006223,6.982316,129.9964,129.9998,3877.07,3887.907,556.9318,557.3245,264.5057,264.5087,202.6767,203.07,520.3533,520.8015,11.03306,11.03319,77.90213,78.07031,191.9939,191.9874,520.4261,10.99987,156.1434,169.6797,3000
34028,186.007,186.0016,7.006237,6.982313,129.9972,130.0009,3877.085,3887.909,556.9312,557.3245,264.5056,264.5079,202.6688,203.0597,520.3575,520.7993,11.03299,11.03315,77.8825,78.01832,191.9944,191.9877,520.4277,10.99981,156.1431,169.6811,3000
